well,block,test_temperature,strain,evolution_history,mu_gt,r2_gt,mu_log,r2_log
g4,3,25,40_C5,40 evolved,NA,NA,3.6561738879386345,0.9970532011123676
g5,3,25,40_F6,40 evolved,NA,NA,3.6778091980977554,0.9964619935136322
g7,3,25,35_C5,35 evolved,NA,NA,3.6310233122351985,0.9965651990504268
g8,3,25,40_B6,40 evolved,NA,NA,3.749733827401792,0.99701503894576
b10,3,38,40_F6,40 evolved,NA,NA,6.644976936162528,0.9779667517728444
b11,3,38,40_G5,40 evolved,NA,NA,6.27680742166098,0.9973074293513564
b2,3,38,40_B6,40 evolved,NA,NA,6.856719801353146,0.9963599880653332
b4,3,38,35_E11,35 evolved,NA,NA,6.840463455074443,0.996933768786616
b5,3,38,35_D2,35 evolved,NA,NA,6.959194838607083,0.997309178051249
b8,3,38,35_E11,35 evolved,NA,NA,6.900408772487603,0.9971901919309388
b9,3,38,40_C5,40 evolved,NA,NA,6.115079617025934,0.99769558690266
c2,3,38,35_E11,35 evolved,NA,NA,7.041068459659873,0.997038470082528
c3,3,38,40_E7,40 evolved,NA,NA,6.820413536697291,0.9920458641560173
c4,3,38,35_C9,35 evolved,NA,NA,6.968691054766454,0.9964352472266408
c5,3,38,35_D2,35 evolved,NA,NA,6.931566923907741,0.9971309965053188
c7,3,38,40_D8,40 evolved,NA,NA,6.414290710619939,0.9971656136314558
c8,3,38,35_F2,35 evolved,NA,NA,6.79592952230384,0.9970885678592352
d10,3,38,35_C5,35 evolved,NA,NA,7.004621805525293,0.9973410023886896
d2,3,38,35_C9,35 evolved,NA,NA,6.862793448813936,0.9967842853334986
d5,3,38,35_E7,35 evolved,NA,NA,6.84851654191525,0.99701488573773
d6,3,38,35_C9,35 evolved,NA,NA,6.735538944501859,0.9971912026279112
d7,3,38,40_D8,40 evolved,NA,NA,6.653416528697722,0.996657297715902
e11,3,38,40_E7,40 evolved,NA,NA,7.044663583434057,0.99728582715239
e2,3,38,40_B6,40 evolved,NA,NA,6.004057171207678,0.997031428056769
e4,3,38,35_C5,35 evolved,NA,NA,6.9693496783722075,0.9963644520140048
e5,3,38,40_G5,40 evolved,NA,NA,6.429867685259753,0.9970168898479908
f11,3,38,35_F2,35 evolved,NA,NA,7.128930565993836,0.9975280117911872
f2,3,38,40_F6,40 evolved,NA,NA,7.0684209858166245,0.9971219479611166
f3,3,38,35_E7,35 evolved,NA,NA,6.510914288363958,0.9941724976225128
f4,3,38,40_C5,40 evolved,NA,NA,6.089787393239596,0.9974415568509756
f5,3,38,40_D8,40 evolved,NA,NA,6.837776608453278,0.9908078971570788
f7,3,38,35_D2,35 evolved,NA,NA,7.009521051336694,0.9972313455604602
f8,3,38,40_G5,40 evolved,NA,NA,6.300886379869152,0.9971697954614752
g10,3,38,35_F2,35 evolved,NA,NA,7.140328767385663,0.9593257012810206
g2,3,38,40_E7,40 evolved,NA,NA,6.952286894917257,0.9966248375238128
g3,3,38,35_E7,35 evolved,NA,NA,6.901917984283255,0.9963484458466554
g4,3,38,40_C5,40 evolved,NA,NA,6.081100872904974,0.9975979221829456
g5,3,38,40_F6,40 evolved,NA,NA,7.007879514894009,0.9970202579330396
g7,3,38,35_C5,35 evolved,NA,NA,6.884902066509202,0.9971848732720772
g8,3,38,40_B6,40 evolved,NA,NA,6.603393103836841,0.99613472171516515
